answer,clue
EUTHENICS,'the study of methods of improving human well-being and efficient functioning by improving environmental conditions'
SALABILITY,'the quality of being salable or marketable'
BUTTERY,'a small storeroom for storing foods or wines'
BANDANNA,'large and brightly colored handkerchief
ECHOGRAPHY,'using the reflections of high-frequency sound waves to construct an image of a body organ (a sonogram)
INTERLEAF,'a blank leaf inserted between the leaves of a book'
CAPITALIST,'a conservative advocate of capitalism'
AMYOTONIA,'lack of normal muscular tension or tonus'
OUTGOER,'someone who leaves one country to settle in another'
PLACEKICKER,'(football) a kicker who makes a place kick for a goal'
CALVARY,'any experience that causes intense suffering'
TAOISEACH,'the prime minister of the Irish Republic'
PERSUASION,'the act of persuading (or attempting to persuade)
PLIERS,'a gripping hand tool with two hinged arms and (usually) serrated jaws'
EGIS,'armor plate that protects the chest
SKULDUGGERY,'verbal misrepresentation intended to take advantage of you in some way'
GLADIATOR,'(ancient Rome) a professional combatant or a captive who entertained the public by engaging in mortal combat'
PALAETIOLOGY,'the explanation of past events in terms of scientific causes (as geological causes)'
TUBE,'conduit consisting of a long hollow object (usually cylindrical) used to hold and conduct objects or liquids or gases'
CORSET,'a woman\'s close-fitting foundation garment'
CIGARFISH,'small fusiform fish of western Atlantic'
NONES,'the fifth of the seven canonical hours
OTALGIA,'an ache localized in the middle or inner ear'
VINEGARROON,'large whip-scorpion of Mexico and southern United States that emits a vinegary odor when alarmed'
PAPISM,'the beliefs and practices of the Catholic Church based in Rome'
FITFULNESS,'the quality of being spasmodic and irregular'
TOPONYM,'the name by which a geographical place is known'
ADVERT,'a public promotion of some product or service'
DALASI,'the basic unit of money in Gambia'
RUBELLA,'a contagious viral disease that is a milder form of measles lasting three or four days
ARTERIOLE,'one of the small thin-walled arteries that end in capillaries'
LAYPERSON,'someone who is not a clergyman or a professional person'
LUGE,'a racing sled for one or two people'
VANE,bomb or missile in order to stabilize or guide it'
CONDO,'one of the dwelling units in a condominium'
BIZE,'a dry cold north wind in southeastern France'
FEAST,'something experienced with great delight
OSTEOMALACIA,'abnormal softening of bones caused by deficiencies of phosphorus or calcium or vitamin D'
CRESCENDO,'(music) a gradual increase in loudness'
QUINTUPLE,'a set of five similar things considered as a unit'
CRETIN,'a person of subnormal intelligence'
CARDIOID,'an epicycloid in which the rolling circle equals the fixed circle'
GOOGOL,'a cardinal number represented as 1 followed by 100 zeros (ten raised to the power of a hundred)'
KEELSON,'a longitudinal beam connected to the keel of ship to strengthen it'
HOROLOGE,'a measuring instrument or device for keeping time'
TELOMERE,'either (free) end of a eukaryotic chromosome
STABILITY,'the quality or attribute of being firm and steadfast'
LUCIFERIN,'pigment occurring in luminescent organisms (as fireflies)
UNDERPAYMENT,'the act of paying less than required'
SALEROOM,'an area where merchandise (such as cars) can be displayed
BOURN,'an archaic term for a boundary'
COURAGE,'a quality of spirit that enables you to face danger or pain without showing fear'
SLOWWORM,'small burrowing legless European lizard with tiny eyes
SPIGOT,'a plug for a bunghole in a cask'
SUTRA,'a rule or aphorism in Sanskrit literature or a group of aphoristic doctrinal summaries prepared for memorization'
CAUL,'part of the peritoneum attached to the stomach and to the colon and covering the intestines'
POSING,'(photography) the act of assuming a certain position (as for a photograph or portrait)
COMBATANT,'someone who fights (or is fighting)'
BEEKEEPING,'the cultivation of bees on a commercial scale for the production of honey'
ACOUSTIC,'a remedy for hearing loss or deafness'
STOMACH,'an enlarged and muscular saclike organ of the alimentary canal
CAGER,'an athlete who plays basketball'
RASHER,'a commercially important fish of the Pacific coast of North America'
AECIOSPORE,'spore of a rust fungus formed in an aecium'
PUFFERFISH,'delicacy that is highly dangerous because of a potent nerve poison in ovaries and liver'
TYPING,'writing done with a typewriter'
TROUSSEAU,'the personal outfit of a bride
IODIDE,'a salt or ester of hydriodic acid'
DODDERER,'one who dodders from old age and weakness'
SUPERTONIC,'(music) the second note of a diatonic scale'
DECEIT,'the quality of being fraudulent'
CONSEQUENCE,'a phenomenon that follows and is caused by some previous phenomenon
LOBECTOMY,'surgical removal of a lobe from any organ of the body (as the lung or brain)'
DRAWEE,'the person (or bank) who is expected to pay a check or draft when it is presented for payment'
ANTIFEMINISM,'activity indicative of belief in the superiority of men over women'
STEREO,'reproducer in which two microphones feed two or more loudspeakers to give a three-dimensional effect to the sound'
AEROBIOSIS,'life sustained in the presence of air or oxygen'
VIDEODISK,'a digital recording (as of a movie) on an optical disk that can be played on a computer or a television set'
STIGMATIST,'a person whose body is marked by religious stigmata (such as marks resembling the wounds of the crucified Christ)'
MACHILID,'wingless insect living in dark moist places as under dead tree trunks
SILO,'a cylindrical tower used for storing silage'
ORGANIC,'a fertilizer that is derived from animal or vegetable matter'
POIKILOTHERM,'an animal whose body temperature varies with the temperature of its surroundings
OOTID,'mature ovum after penetration by sperm but before the formation of a zygote'
TENDERNESS,'a tendency to express warm and affectionate feeling'
GENUFLECTION,'the act of bending the knees in worship or reverence'
GIPSYWORT,'hairy Eurasian herb with two-lipped white flowers'
DRAMA,'a dramatic work intended for performance by actors on a stage
SOVEREIGN,'a nation\'s ruler or head of state usually by hereditary right'
KIANG,'wild ass of Tibet and Mongolia'
NURSE,'one skilled in caring for young children or the sick (usually under the supervision of a physician)'
GESNERIA,'any plant of the genus Gesneria'
GOLEM,'a mechanism that can move automatically'
SINNING,'an act that is regarded by theologians as a transgression of God\'s will'
LIPIDOSIS,'a disorder of lipid metabolism
HALOBACTERIA,'halophiles in saline environments such as the Dead Sea or salt flats'
UNIVERSALISM,'the theological doctrine that all people will eventually be saved'
FRITTER,'small quantity of fried batter containing fruit or meat or vegetables'
DENIM,'a coarse durable twill-weave cotton fabric'
CAVALRYMAN,'a soldier mounted on horseback
TINKERER,'an unskilled person who tries to fix or mend'
BEECH,'wood of any of various beech trees
STAGGERER,'someone who walks unsteadily as if about to fall'
TIMECARD,'a card recording an employee\'s starting and quitting times each work day'
DYNAMITE,'an explosive containing nitrate sensitized with nitroglycerin absorbed on wood pulp'
CABASSET,'a metal helmet worn by common soldiers in the 16th century'
STACHYOSE,'a tetrasaccharide found in the tubers of the Chinese artichoke'
SOCIOMETRY,'the quantitative study of social relationships'
INNOCENT,'a person who lacks knowledge of evil'
LIBERALISM,'a political orientation that favors social progress by reform and by changing laws rather than by revolution'
TURNOFF,'a side road where you can turn off
CUPPING,'a treatment in which evacuated cups are applied to the skin to draw blood through the surface'
COHOE,'small salmon of northern Pacific coasts and the Great Lakes'
CRATER,'a bowl-shaped geological formation at the top of a volcano'
ATAXY,'inability to coordinate voluntary muscle movements
FLYSWAT,'an implement with a flat part (of mesh or plastic) and a long handle
ANTITYPE,'an opposite or contrasting type'
ISOSTASY,'(geology) a general equilibrium of the forces tending to elevate or depress the earth\'s crust'
DISMISSION,'official notice that you have been fired from your job'
INSOLENCE,'the trait of being rude and impertinent
POLLUTANT,'waste matter that contaminates the water or air or soil'
SUBORDINATE,'an assistant subject to the authority or control of another'
TOOTHACHE,'an ache localized in or around a tooth'
DILATER,'a surgical instrument that is used to dilate or distend an opening or an organ'
LIVIDNESS,'unnatural lack of color in the skin (as from bruising or sickness or emotional distress)'
BOATYARD,'a place where boats are built or maintained or stored'
GROCER,'a retail merchant who sells foodstuffs (and some household supplies)'
EVAPORITE,'the sediment that is left after the evaporation of seawater'
VISIONARY,'a person with unusual powers of foresight'
VICHYSSOISE,'a creamy potato soup flavored with leeks and onions
ADROITNESS,'skillful performance or ability without difficulty
UNFORTUNATE,'a person who suffers misfortune'
VASODILATIVE,'a drug that causes dilation of blood vessels'
CLOUDING,'the process whereby water particles become visible in the sky'
COLLECT,'a short prayer generally preceding the lesson in the Church of Rome or the Church of England'
CYLIX,'a shallow drinking cup with two handles
NOBLEWOMAN,'a woman of the peerage in Britain'
